,channel,title,view_count,like_count,was_live,duration_m,date_upload,hour_upload
10355,Frost Diamond,ASIKNYA LIBURAN IKUT LOMBA DI WAHANA BERMAIN SANGAT SERU DI MINIWORLD!,651161,17210,0,16.383,2018-12-25,11
10356,Frost Diamond,HANYA 2% MANUSIA DI DUNIA YANG BERHASIL MEMILIH LUBANG INI DI MINECRAFT!,2757848,66748,0,19.417,2018-12-24,11
10357,Frost Diamond,BURONAN NOOB KABUR DARI PENJARA VS BURONAN PRO KABUR DARI PENJARA DI MINECRAFT!,3602560,91699,0,18.3,2018-12-23,11
10358,Frost Diamond,FROST DIAMOND BELI RUMAH TONY STARK IRON MAN SANGAT BERSEJARAH DI MINECRAFT!,2405817,149163,0,14.967,2018-12-22,10
10359,Frost Diamond,PEDANG MANUSIA DIRT VS PEDANG DEWA DIAMOND YANG ADA DI MINECRAFT!,727125,24842,0,17.917,2018-12-21,11
10360,Frost Diamond,BUS TAYO ZAMAN PURBA NOOB VS BUS TAYO MASA DEPAN PRO OTOMATIS YANG ADA DI MINECRAFT!,4802165,150271,0,19.5,2018-12-20,11
10361,Frost Diamond,BAGAIMANA RASANYA SEHARIAN MENJADI CREEPER DI MINECRAFT WKWKW!,5173076,127992,0,17.117,2018-12-19,11
10362,Frost Diamond,97% MANUSIA GA AKAN BISA MENEMUKAN PERBEDAANYA DI MINECRAFT!,2770813,154983,0,17.15,2018-12-18,11
10363,Frost Diamond,ASIKNYA BAPAK GILE BIKIN WAHANA ROLLER COASTER PALING KECIL YANG ADA DI DUNIA MINECRAFT!,2549502,137592,0,15.3,2018-12-17,10
10364,Frost Diamond,WATERPARK NOOB VS WATERPARK PRO VS WATERPARK HACKER YANG ADA DI MINECRAFT!,7054079,213549,0,18.233,2018-12-16,3
10365,Frost Diamond,JANGAN SAMPAI KALIAN SALAH PILIH LUBANG DI MINECRAFT!,28687152,745164,0,16.817,2018-12-14,10
10366,Frost Diamond,PENJARA NOOB VS PENJARA PRO OTOMATIS ANTI MALING PALING AMAN DI MINECRAFT!,2202145,80398,0,19.933,2018-12-13,10
10367,Frost Diamond,TOP 10 MINECRAFT YOUTUBE CHANEL INDONESIA 2018!,1350638,50280,0,18.383,2018-12-12,10
10368,Frost Diamond,BEGINI RAHASIA CARA MASUKIN DUNIA MINECRAFT KEDALAM AQUARIUM KECIL!,2895011,143810,0,18.517,2018-12-11,10
10369,Frost Diamond,TRANSFORMERS CANGGIH NOOB VS TRANSFORMERS OTOMATIS PRO SANGAT RAHASIA DI DUNIA MINECRAFT!,4770097,161701,0,17.35,2018-12-10,10
10370,Frost Diamond,YouTube Rewind Minecraft 2018 SANGAT KEREN! #YouTubeMinecraftRewind,793288,51467,0,17.75,2018-12-09,2
10371,Frost Diamond,FROST DIAMOND NYOBAIN OMNITRIX BEN 10 ILEGAL YANG DILARANG NOTCH DI MINECRAFT!,4667727,177170,0,18.8,2018-12-08,10
10372,Frost Diamond,TERBONGKAR RAHASIA CARA BIKIN PANAH DEWA $100.000 YANG SUDAH DIHAPUS NOTCH DI MINECRAFT!,1429650,62007,0,19.45,2018-12-07,10
10373,Frost Diamond,RUMAH DIRT VS RUMAH DIAMOND BERTAHAN DARI SERANGAN TSUNAMI EMERLAD VIRUS DI MINECRAFT!,2611599,114318,0,17.6,2018-12-06,10
10374,Frost Diamond,KITA MENEMUKAN HIU MEGALODON TERBESAR YANG BELUM PUNAH DARI ABAD KE 18 DI DUNIA MINECRAFT,3545762,148085,0,17.383,2018-12-05,10
10375,Frost Diamond,KITA MENEMUKAN RAHASIA CARA GIMANA NOTCH PERGI KE MATAHARI DI MINECRAFT!,2237208,95287,0,17.6,2018-12-03,10
10376,Frost Diamond,RUMAH RAHASIA FROST DIAMOND VS RUMAH RAHASIA BAPAK GILE DI DUNIA MINECRAFT!,12582189,439047,0,17.417,2018-12-02,10
10377,Frost Diamond,FROST DIAMOND KASI HADIAH KE LITTLE BROTHER WITH *NEW* IPAD PRO MINECRAFT LIMITED EDITION!,403845,22303,0,16.317,2018-12-01,10
10378,Frost Diamond,BAPAK GILE JADI BURONAN PALING DI CARI SELURUH MANUSIA YANG ADA DI MINIWORLD!,1196799,21725,0,16.95,2018-11-30,10
10379,Frost Diamond,RAHASIA CARA MENJADI MANUSIA SUPER DENGAN KECEPATAN MELEBIHI KILAT DI MINECRAFT!,5559059,205771,0,17.6,2018-11-29,10
10380,Frost Diamond,ASIKNYA BAPAK GILE REKREASI SERU KE TEMPAT BERMAIN PALING LENGKAP DI MINECRAFT!,1040106,31512,0,17.117,2018-11-28,10
10381,Frost Diamond,FROST DIAMOND MENANGIN KOMPETISI NINJA WARRIOR SEASON 8 DI MINIWORLD!,2028086,36200,0,18.267,2018-11-27,10
10382,Frost Diamond,18 TNT CIPTAAN TUHAN SANGAT DAHSYAT BISA MELENYAPKAN SETENGAH POPULASI DI BUMI MINECRAFT!,4544464,246690,0,18.667,2018-11-26,11
10383,Frost Diamond,JEBAKAN RAHASIA NOOB VS JEBAKAN RAHASIA PRO PALING MEMATIKAN YANG ADA DI DUNIA MINECRAFT!,4125413,166199,0,18.617,2018-11-25,3
10384,Frost Diamond,10 MAP BERBAHAYA YANG SEHARUNYA DIHAPUS NOTCH YANG HARUS KALIAN KETAHUI DI MINECRAFT!,1185078,41368,0,18.133,2018-11-24,10
10385,Frost Diamond,KITA MENEMUKAN CARA KABUR DARI 8 PENJARA PALING AMAN DI MINIWORLD!,742734,15178,0,16.967,2018-11-23,10
10386,Frost Diamond,RUMAH BERAK BAPAK GILE RAHASIA OTOAMTIS PALING UNIK DI DUNIA MINECRAFT!,465224,12968,0,17.1,2018-11-22,10
10387,Frost Diamond,BIKIN RUMAH MEWAH BINTANG 5 DIBAWAH AIR PALING MAHAL YANG DI DUNIA MINIWORLD!,886554,23327,0,17.733,2018-11-21,10
10388,Frost Diamond,FROST DIAMOND MENGHILANG DARI DUNIA MINECRAFT!,4106769,150696,0,19.933,2018-11-20,2
10389,Frost Diamond,KITA MENEMUKAN RAHASIA CARA MEMBUAT RUMAH MEWAH DIDALAM AWAN DI DUNIA MINECRAFT!,7071698,271089,0,18.833,2018-11-19,10
10390,Frost Diamond,PORTAL NOOB CANGGIH OTOMATIS VS PORTAL PRO CANGGIH OTOMATIS YANG PALING CANGGIH DI MINECRAFT!,3345625,137886,0,19.15,2018-11-18,4
10391,Frost Diamond,RUANGAN MASA DEPAN MINECRAFT VS PUBG VS MOBILE LEGEND YANG MANA LEBIH TRENDING TAHUN 2028!,6033401,244249,0,17.25,2018-11-17,10
10392,Frost Diamond,JANGAN PERNAH KALIAN MELIHAT BAYANGAN TEPAT JAM 03:00 SUBUH DI MINECRAFT!,617856,13226,0,17.3,2018-11-16,10
10393,Frost Diamond,TERBONGKAR RAHASIA CARA MINING 1 DIAMOND = 1 DETIK AUTO KAYA DI MINECRAFT!,2393722,89466,0,15.367,2018-11-15,10
10394,Frost Diamond,HANYA 5% ORANG YANG ADA DIDUNIA INI YANG BISA MELIHAT PERBEDAANYA!,1616051,48124,0,17.883,2018-11-14,10
10395,Frost Diamond,JANGAN PERNAH KALIAN MASUK KE 5 PANJARA PALING AMAN YANG ADA DI DUNIA MINIWORLD!,985985,28528,0,19.117,2018-11-13,10
10396,Frost Diamond,18 JEBAKAN TAK TERLIHAT RAHASIA OTOMATIS SANGAT MEMATIKAN YANG DILARANG NOTCH DI MINECRAFT!,1316314,64802,0,17.25,2018-11-12,10
10397,Frost Diamond,IPHONE OTOMATIS NOOB VS IPHONE OTOMATIS PRO YANG PALING CANGGIH DI MINECRAFT!,2021244,95761,0,15.9,2018-11-11,3
10398,Frost Diamond,HALLO MANUSIA PLANET BUMI! WAJAH ASLI BAPAK GILE!,8074517,578890,0,12.483,2018-11-10,10
10399,Frost Diamond,KISAH PETUALANGAN BARU FROST DIAMOND DI DUNIA MINIWORLD!,782697,23278,0,16.5,2018-11-09,10
10400,Frost Diamond,RUMAH MEWAH RAHASIA PALING AMAN YANG MUNGKIN KALIAN GA BAKAL PERCAYA APA YANG ADA DIDALAMNYA!,2312252,103772,0,19.583,2018-11-08,10
10401,Frost Diamond,BIKIN KAPAK MEMATIKAN SEHARGA $100.000 YANG PALING DITAKUTI SEMUA PLAYER DI MINECRAFT!,1037504,40934,0,14.833,2018-11-07,10
10402,Frost Diamond,10 CARA MATI SUPERHEROIK PALING KEREN SEPANJANG MASA YANG PERNAH TERJADI DI MINECRAFT!,946329,35483,0,17.5,2018-11-06,10
10403,Frost Diamond,10 SENJATA PALING MEMATIKAN FORTNITE YANG WAJIB KALIAN COBA DI MINECRAFT!,280749,11099,0,16.117,2018-11-05,10
10404,Frost Diamond,KITA MENEMUKAN RUMAH BAWAH AIR OTOMATIS RAHASIA ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,2246988,106420,0,19.583,2018-11-04,2
10405,Frost Diamond,"I CAN'T BELIEVE THIS, 24 JAM BERTAHAN HIDUP DIDALAM RUMAH BOX!",1572840,113416,0,11.183,2018-11-03,10
10406,Frost Diamond,ROLLER COASTER NOOB VS ROLLER COASTER PRO PALING EXTREME YANG ADA DI DUNIA MINECRAFT!,11273281,283543,0,18.567,2018-11-02,10
10407,Frost Diamond,AKHIRNYA BAPAK GILE BELI TANK $100.000 BAJA PALING KUAT YANG ADA DI DUNIA MINECRAFT!,1540884,48025,0,17.65,2018-11-01,11
10408,Frost Diamond,100 CARA MATI TERBAIK SEPANJANG SEJARAH MINECRAFT YANG PERLU KALIAN KETAHUI!,4279809,130646,0,18.583,2018-10-31,10
10409,Frost Diamond,BIKIN SENJATA PEMUSNAH 8 PLANET YANG DISEMBUMYIKAN OLEH PIHAK MOJANG DARI MINECRAFT!,1343555,32827,0,19.617,2018-10-30,10
10410,Frost Diamond,ISTANA BEDROCK PRO VS ISTANA OBSIDIAN PRO MANA YANG GA BAKAL BISA HANCUR!,941783,34090,0,16.2,2018-10-29,10
10411,Frost Diamond,NEMBAK 5 PENGHARGAAN DARI YOUTUBE KALIAN GA PERCAYA APA YANG BAKAL TERJADI!,392887,20036,0,10.067,2018-10-28,2
10412,Frost Diamond,KITA MENEMUKAN CARA MECAHIN TELOR NAGA YANG SENGAJA DIRAHASIAKAN NOTCH DI MINECRAFT!,1787360,85522,0,19.1,2018-10-27,10
10413,Frost Diamond,8 JEBAKAN GEMPA BUMI RAHASIA MEMATIKAN ANTI MALING PALING AMAN DI MINECRAFT!,2003092,79485,0,19.2,2018-10-26,10
10414,Frost Diamond,RAHASIA CARA BIKIN $10.000 PEDANG CAHAYA *OVERPOWER* YANG DILARANG NOTCH DI MINECRAFT!,3527534,127190,0,15.417,2018-10-24,10
10415,Frost Diamond,HANYA 1 KLIK KALAU KACANG AJAIB INI KENA AIR SESUATU LUAR BIASA YANG AKAN TERJADI!,1228471,58673,0,17.817,2018-10-23,10
10416,Frost Diamond,AKHIRNYA BAPAK GILE BISA BELI RUMAH MEWAH TERCANGGIH SEMUANYA OTOMATIS DI MINECRAFT!,5635600,311381,0,17.133,2018-10-22,11
10417,Frost Diamond,KITA BIKIN KEPALA BAPAK GILE DI DUNIA NYATA! MIRIP ASLINYA!,421691,22398,0,15.433,2018-10-21,3
10418,Frost Diamond,JANGAN PERNAH KALIAN BERCERMIN DISUNGAI BERHANTU ATAU INI YANG AKAN TERJADI!,441572,12724,0,14.85,2018-10-20,10
10419,Frost Diamond,KITA MAKAN PERMEN GAK MANUSIAWI CHALLENGE!,3349964,96781,0,18.133,2018-10-19,10
10420,Frost Diamond,PRANK KASIH LAKBAN ALUMUNIUM ON MY GIRLFRIEND BEDROOM!,2362200,111639,0,10.383,2018-10-18,10
10421,Frost Diamond,TERBONGKAR RAHASIA CARA BIKIN $100.000 PICKAXE! *OVERPOWER* YANG DILARANG NOTCH DI MINECRAFT!,6236506,160351,0,19.017,2018-10-17,11
10422,Frost Diamond,98% GA ADA ORANG YANG BISA MENEMUKAN PERBANDINGANYA DI MINECRAFT!,3967954,77212,0,17.317,2018-10-16,10
10423,Frost Diamond,JANGAN PERNAH KALIAN SALAH MEMILIH RUMAH BERHANTU ATAU INI YANG AKAN TERJADI!,7110214,249333,0,16.683,2018-10-15,10
10424,Frost Diamond,BIKIN KUE MINECRAFT DI DUNIA NYATA! MIRIP ASLINYA!,752221,41533,0,14.383,2018-10-14,2
10425,Frost Diamond,8 HERO CLASH OF CLAN TERKUAT YANG AKAN DIRELEASE MOJANG DI MINECRAFT!,1368859,36215,0,18.5,2018-10-13,10
10426,Frost Diamond,RUMAH OTOMATIS NOOB VS RUMAH OTOMATIS PRO YANG ADA DISELURUH DUNIA MINECRAFT!,16019555,582108,0,18.317,2018-10-12,10
10427,Frost Diamond,AKHIRNYA BAPAK GILE BISA BELI PESAWAT JET FIRST CLASS TERMAHAL DI MINECRAFT!,7849331,236743,0,18.783,2018-10-11,10
10428,Frost Diamond,KITA MENEMUKAN CARA PERGI KELUAR ANGKASA YANG DIRAHASIAKAN NOTCH DI DUNIA MINECRAFT!,3198787,147325,0,16.733,2018-10-10,10
10429,Frost Diamond,PERANG TERAKHIR ANIMASI MINECRAFT PALING BERSEJARAH SEPANJANG MASA!,1494897,53854,0,16.033,2018-10-08,10
10430,Frost Diamond,FROST DIAMOND MINTA MAAF YA SEMUA! #SHAREDLOVE,1340572,95608,0,5.2,2018-10-07,2
10431,Frost Diamond,"FROST DIAMOND NGIKUTIN TARIAN YANG ADA DI MINECRAFT, FORTNITE CHALLANGE!",214311,9633,0,12.933,2018-10-06,7
10432,Frost Diamond,MASUK KEDALAM GOA BERHANTU YANG SELAMA INI DIRAHASIAKAN OLEH VILLAGER DI MINECRAFT!,279081,7243,0,12.433,2018-10-05,10
10433,Frost Diamond,TEBAK SUARA MONSTER YANG ADA DI MINECRAFT CHALLANGE!,3693217,148108,0,16.3,2018-10-04,10
10434,Frost Diamond,BAPAK GILE BELI MOBIL SPORT $1.000.000 LAMBORGHINI TERMAHAL YANG PERNAH ADA DI DUNIA MINECRAFT!,3315293,117557,0,16.467,2018-10-03,10
10435,Frost Diamond,GINI JADINYA KALAU PUBG DI MINECRAFT SUDAH DI RELEASE NOTCH DAN MOJANG!,6184926,215484,0,19.95,2018-10-02,10
10436,Frost Diamond,JANGAN PERNAH KALIAN SALAH MEMILIH PORTAL ISTANA ATAU INI YANG AKAN TERJADI!,3362781,127640,0,17.383,2018-10-01,10
10437,Frost Diamond,10 JEBAKAN TNT LAVA SUPER RAHASIA BAWAH TANAH MEMATIKAN SERBA OTOMATIS DI MINECRAFT!,5701012,268565,0,17.717,2018-09-30,2
10438,Frost Diamond,KITA MENEMUKAN TULANG MUMMY ABAD KE 18 YANG TERNYATA MASIH HIDUP DI DUNIA MINECRAFT!,5893259,244197,0,19.083,2018-09-29,11
10439,Frost Diamond,RAJA ANIMASI MINECRAFT YANG LUAR BIASA DENGAN PROSES PEMBUATAN PALING RUMIT DI DUNIA!,2009721,91082,0,12.95,2018-09-28,10
10440,Frost Diamond,TERBONGKAR RAHASIA MISTERI HEROBRINE MENANGIS YANG SENGAJA DIRAHASIAKAN NOTCH DI MINECRAFT!,11687338,512251,0,16.65,2018-09-27,10
10441,Frost Diamond,PERTAMAKALINYA FROST DIAMOND NYOBAIN MAIN ROBLOX BARENG BAPAK GILE WKWKW!,730101,30244,0,16.917,2018-09-26,10
10442,Frost Diamond,SENENGNYA BAPAK GILE MASUK KEDALAM MULUT ANJING DI MINECRAFT WKWKW!,1514830,35220,0,16.783,2018-09-25,10
10443,Frost Diamond,BAPAK GILE JADI BOSS DARI MINIONS TAHUN 98 MASEHI YANG MASIH HIDUP DI MINECRAFT!,5845679,137257,0,18.567,2018-09-24,10
10444,Frost Diamond,BIKIN ELEVATOR RAHASIA BAWAH AIR ZAMAN DULU ABAD KE 18 DI MINECRAFT!,2495897,79259,0,18.033,2018-09-23,10
10445,Frost Diamond,KITA MENEMUKAN CARA MENGGUNAKAN KEKUATAN SENJATA NEPTUNUS TERBARU DI MINECRAFT!,5570555,239080,0,17.0,2018-09-22,10
10446,Frost Diamond,BAGAIMANA JADINYA KALAU SEMUA YANG DI MINECRAFT MENJADI ANGRY BIRD WKWKW!,834283,20892,0,15.7,2018-09-21,10
10447,Frost Diamond,AKHIRNYA BAPAK GILE BISA MASUK KE WC SUPER CRUNCH PALING KEREN DI MINECRAFT!,3287176,107985,0,16.75,2018-09-20,10
10448,Frost Diamond,FROST DIAMOND TERTANGKAP POLISI KARENA BERKELAHI SAMA BAPAK GILE DI MINECRAFT!,5972740,195228,0,17.05,2018-09-19,10
10449,Frost Diamond,JADI GINI CARANYA BAPAK GILE BERUBAH JADI SPIDERMAN PS 4 TERKEREN DI MINECRAFT!,3818779,115423,0,17.033,2018-09-18,10
10450,Frost Diamond,10 TNT BUATAN DEWA PALING DAHSYAT SEPANJANG SEJARAH YANG PERNAH TERJADI DI MINECRAFT!,8686003,489203,0,18.05,2018-09-17,10
10451,Frost Diamond,BIKIN RUANGAN RAHASIA DALAM CACTUS BERDURI ANTI MALING PALING AMAN DI MINECRAFT!,1824854,78427,0,19.583,2018-09-16,9
10452,Frost Diamond,KITA MENEMUKAN RUMAH POHON TUA NOTCH WAKTU PERTAMA KALI LAUNCHING GAME MINECRAFT!,5623105,222977,0,17.367,2018-09-15,10
10453,Frost Diamond,LEWAT JAM 02:00 SUBUH PACAR FROST DIAMOND KE 8 RUMAH BERHANTU DI MINECRAFT!,227898,8299,0,14.583,2018-09-14,10
10454,Frost Diamond,ANIMASI MINECRAFT PALING KEREN YANG DIBUAT PADA ZAMAN PURBA ABAD KE 8!,2861289,90808,0,12.967,2018-09-13,10
10455,Frost Diamond,JANGAN PERNAH KALIAN HANCURKAN LUCKY BLOCK TERBESAR YANG PERNAH ADA DI MINECRAFT!,2182157,121367,0,16.983,2018-09-12,10
10456,Frost Diamond,PERTARUNGAN YOUTUBER MINECRAFT INDONESIA TERBESAR PERTAMA DALAM HISTORY DUNIA!,1420405,44697,0,19.733,2018-09-11,10
10457,Frost Diamond,LEWAT JAM 02:00 JANGAN PERNAH KALIAN BERCERMIN SENDIRIAN DI KAMAR MANDI ATAU INI YANG TERJADI...,1832271,62363,0,15.75,2018-09-10,11
10458,Frost Diamond,JADI GINI RAHASIANYA BISA TINGGAL DIDALAM GHAST PALING BERACUN DI MINECRAFT!,1058913,33511,0,19.95,2018-09-09,2
10459,Frost Diamond,MUSIC BLOCK ANIMASI MINECRAFT TERBAIK DI SELURUH DUNIA SEPANJANG SEJARAH!,6614674,250205,0,16.533,2018-09-08,10
10460,Frost Diamond,10 PANTAI PASIR HISAP PALING DAHSYAT YANG PERNAH TERJADI DI DUNIA MINECRAFT!,6401235,177640,0,16.917,2018-09-06,10
10461,Frost Diamond,TANTANGAN BERTAHAN HIDUP DARI SERANGAN KINGKONG MADAGASKAR YANG MASIH HIDUP DI MINECRAFT!,2640394,91124,0,18.883,2018-09-05,10
10462,Frost Diamond,KITA MENEMUKAN WARISAN PENINGGALAN NOTCH SEBELUM DIA PENSIUN DARI MINECRAFT!,2509491,51746,0,14.083,2018-09-04,10
10463,Frost Diamond,TERBONGKAR SELAMA INI BAPAK GILE ADALAH BURONAN YANG PALING DICARI SELURUH DUNIA MINECRAFT!,5049779,193181,0,15.867,2018-09-03,10
10464,Frost Diamond,BIKIN LORONG RAHASIA OTOMATIS 100% TAK TERLIHAT PALING AMAN DI DUNIA MINECRAFT,3246197,129781,0,19.95,2018-09-02,2
10465,Frost Diamond,BAPAK GILE MENGGUNAKAN OMNITRIX BEN 10 ILEGAL YANG DILARANG NOTCH DI MINECRAFT!,1870711,58952,0,17.85,2018-09-01,10
10466,Frost Diamond,ANIMASI MINECRAFT 3D PALING KEREN SEPANJANG MASA DI DUNIA!,6084601,236947,0,2.55,2018-08-31,10
10467,Frost Diamond,KALIAN HARUS PERCAYA NAGA KEPALA 3 TERNYATA BISA DILAHIRKAN KEMBALI!,2511808,102626,0,17.417,2018-08-30,10
10468,Frost Diamond,LEWAT JAM 04:00 SUBUH KALIAN BISA BUNUH NENEK GRANNY DI MCPE!,2445156,39254,0,14.05,2018-08-29,10
10469,Frost Diamond,TERBONGKAR RAHASIA MEMBANGKITKAN ENDERMAN INFINITY ZAMAN PURBA YANG SANGAT DILARANG DI MINECRAFT!,1876552,68673,0,18.383,2018-08-28,10
10470,Frost Diamond,RAHASIA CARA BIKIN PEDANG TERPANJANG DALAM SEJARAH MINECRAFT DI DUNIA!,3781157,125941,0,18.3,2018-08-27,10
10471,Frost Diamond,BIKIN RUANGAN RAHASIA BAWAH LAVA OTOMATIS TAK TERLIHAT ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,3266360,148956,0,18.2,2018-08-26,2
10472,Frost Diamond,TERUNGKAP LOKASI DIMANA RUMAH RATU FROST DIAMOND YANG DISEMBUNYIKAN NOTCH DI MINECRAFT!,939342,36836,0,19.667,2018-08-25,14
10473,Frost Diamond,JANGAN PERNAH KALIAN PACARAN SAMBIL MAIN MAP HORROR JAM 3 SUBUH DI MINECRAFT!,1898673,59711,0,14.883,2018-08-24,10
10474,Frost Diamond,"FROST DIAMOND NYOBAIN TOUCH MY BODY SAMA PACARNYA, ENAKIN...",4505862,145475,0,16.783,2018-08-23,11
10475,Frost Diamond,TERHARU BAPAK GILE QURBANIN SAPI SUPER DELUXE TERMAHAL DI MINECRAFT!,626436,34650,0,15.267,2018-08-22,10
10476,Frost Diamond,TANTANGAN RUMAH MANA YANG BISA BERTAHAN DARI GODZILA ABAD KE 18 TERBESAR DI MINECRAFT!,3479350,122607,0,17.8,2018-08-21,10
10477,Frost Diamond,BIKIN PINTU SENSOR LISTRIK RAHASIA OTOMATIS ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,1566059,54468,0,18.567,2018-08-19,10
10478,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA NOTCH MENYEMBUNYIKAN RUMAH HEROBRINE DI MINECRAFT!,1679688,72801,0,18.333,2018-08-18,10
10479,Frost Diamond,ROLLER COASTER ANIMASI MINECRAFT TERKEREN YANG PERNAH DIBIKIN MANUSIA DUNIA!,7550704,252822,0,15.45,2018-08-17,2
10480,Frost Diamond,TERUNGKAP RAHASIA MENGHIDUPKAN CREEPER INFINITY YANG DIRAHASIAKAN MOJANG DI MINECRAFT!,2172518,86538,0,17.767,2018-08-16,10
10481,Frost Diamond,10 PLANT VS ZOMBIE 2 YANG BISA MENGHANCURKAN SELURUH DUNIA DI MINECRAFT!,2103279,63869,0,18.15,2018-08-15,10
10482,Frost Diamond,TANTANGAN BERTAHAN HIDUP DIZAMAN DINOUSAURUS ABAD KE 18 DI MINECRAFT!,9740225,332032,0,18.833,2018-08-14,11
10483,Frost Diamond,FROST DIAMOND JADI JUARA KOMPETISI SEPAK BOLA DIHARI KEMERDEKAAN INDONESIA MINECRAFT!,731665,40690,0,16.367,2018-08-13,10
10484,Frost Diamond,BIKIN PINTU RAHASIA TAK TERLIHAT OTOMATIS ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,9385996,364996,0,18.5,2018-08-12,3
10485,Frost Diamond,10 GEMPA BUMI PALING DAHSYAT SEPANJANG SEJARAH YANG PERNAH TERJADI DI MINECRAFT!,4017412,160262,0,18.8,2018-08-11,10
10486,Frost Diamond,JANGAN PERNAH KALIAN SENDIRIAN MASUK KEBASEMENT MOMO HORROR DI MINECRAFT!,526363,16803,0,17.533,2018-08-10,10
10487,Frost Diamond,TERNYATA GINI RAHASIA MEMBANGKITKAN ZOMBIE INFINITY YANG DILARANG DI MINECRAFT!,4022653,153855,0,17.183,2018-08-09,10
10488,Frost Diamond,JADI GINI SURVIVAL DARI DUNIA LAVA YANG BISA MELENYAPKAN 8 KOTA DI MINECRAFT!,995059,21849,0,11.133,2018-08-08,10
10489,Frost Diamond,PASANGAN YOUTUBER MINECRAFT KABUR DARI PENJARA PALING AMAN DI DUNIA WKWKW!,1360058,42207,0,19.75,2018-08-07,10
10490,Frost Diamond,FROST DIAMOND KETAHUAN PERNAH SELINGKUH SAMA FANS SENDIRI PAKE ALAT INI DI SMARTPHONE!,3405579,132801,0,14.717,2018-08-06,10
10491,Frost Diamond,BIKIN RUANGAN RAHASIA BAWAH AIR OTOMATIS ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,3427433,172339,0,19.4,2018-08-05,2
10492,Frost Diamond,PERANG ANIMASI MINECRAFT DENGAN PROSES PEMBUATAN PALING LAMA DI DUNIA!,5970738,228118,0,11.183,2018-08-04,10
10493,Frost Diamond,TERNYATA SLITHER.IO LEBIH TERLIHAT NYATA KALAU DIMAININ DI MINECRAFT!,2354822,66925,0,17.283,2018-08-03,10
10494,Frost Diamond,SENANGNYA BAPAK GILE MASUK KEDALAM OTAK MANUSIA DI MINECRAFT!,3697150,107014,0,17.067,2018-08-02,10
10495,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA NOTCH MENYEMBUNYIKAN RUMAH BAPAK GILE DI MINECRAFT!,1900664,55036,0,16.55,2018-08-01,10
10496,Frost Diamond,TERNYATA PINTU MASA DEPAN PALING CANGGIH DORAEMON BENERAN NYATA ADA DI MINECRAFT!,5414367,160791,0,19.917,2018-07-31,10
10497,Frost Diamond,TERUNGKAP PERBEDAAN MINECRAFT SAMA DUNIA NYATA YANG MUNGKIN KALIAN BELUM KETAHUI!,1737670,65602,0,10.483,2018-07-30,10
10498,Frost Diamond,BIKIN RUANGAN PENYIMPANAN LASER OTOMATIS MEMATIKAN ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,1398862,44518,0,18.25,2018-07-29,10
10499,Frost Diamond,REACT VIDEO PERTAMA FROST DIAMOND BIKIN NGAKAK SAMPE NANGIS WKWKW!,1948180,97530,0,14.033,2018-07-29,1
10500,Frost Diamond,JAM 03:28 SUBUH FROST DIAMOND UJINYALI PACARAN KERUMAH PALING ANGKER DI DUNIA MINECRAFT!,8768152,307229,0,12.85,2018-07-27,10
10501,Frost Diamond,CHALLENGE BUILD MANA YANG PALING BAGUS YANG ADA DI DUNIA MINECRAFT!,2940273,118408,0,18.883,2018-07-26,10
10502,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA NOTCH MENYEMBUNYIKAN RUMAH FROST DIAMOND DI MINECRAFT!,2549264,67464,0,17.983,2018-07-25,10
10503,Frost Diamond,TERUNGKAP CARA CRAFTING GOLEM TITAN MASA DEPAN PALING MEMATIKAN DI MINECRAFT!,2037918,64828,0,18.05,2018-07-24,10
10504,Frost Diamond,MENGERIKAN LEWAT JAM 03:18 SUBUH TALKING ANGELA BENERAN TELFON DI IPHONE X GW!,23348677,688381,0,7.933,2018-07-23,10
10505,Frost Diamond,BIKIN RUANGAN BAWAH TANAH RAHASIA OTOMATIS ANTI MALING PALING AMAN DI DUNIA MINECRAFT!,10814176,452975,0,17.75,2018-07-22,1
10506,Frost Diamond,ALASAN KENAPA NOTCH MEMBUAT CREEPER GAK PUNYA TANGAN! - MINECRAFT THE MOVIE EPISODE 2,796236,30764,0,27.067,2018-07-21,10
10507,Frost Diamond,ANIMASI MINECRAFT TERBAIK DI SELURUH DUNIA SEPANJANG MASA!,19721535,495066,0,19.85,2018-07-20,10
10508,Frost Diamond,I SPENT 24 HOUR OVERNIGHT IN COCA-COLA BATH CHALLENGE GONE VERY WRONG!,934160,32931,0,10.017,2018-07-19,10
10509,Frost Diamond,TANTANGAN TORNADO TERBESAR MEMATIKAN YANG BISA MENERBANGKAN 8 KOTA MEGAH DI MINECRAFT!,6724791,215272,0,19.6,2018-07-18,10
10510,Frost Diamond,TERUNGKAP MONSTER TITAN ZAMAN PURBA YANG SELAMA INI DICARI MOJANG DI MINECRAFT!,5296281,138967,0,19.633,2018-07-17,10
