,channel,title,view_count,like_count,was_live,duration_m,date_upload,hour_upload
10192,Frost Diamond,BIKIN KANDANG GODZILLA PARK LEVEL 8 PALING AMAN DI DUNIA MINECRAFT! - SANS SMP #3,1709559,78351,0,18.45,2019-06-09,10
10193,Frost Diamond,KALIAN GA BAKAL PERNAH TAHU TEMPAT FROST DIAMOND BERSEMBUNYI!!,1031133,60063,0,14.583,2019-06-09,3
10194,Frost Diamond,CHAT HISTORY INDONESIA PALING SERAM!: DI SEKOLAHAN! #NERROR,2142323,82238,0,15.45,2019-06-08,6
10195,Frost Diamond,JANGAN SAMPAI KALIAN TERTIPU DALAM RUANGAN INI DI MINECRAFT!,1942264,57457,0,19.133,2019-06-06,12
10196,Frost Diamond,PERTAMAKALINYA FROST DIAMOND MUDIK LEBARAN SETELAH MENJADI YOUTUBER DI MINECRAFT!   SANS SMP #2,1508460,83465,0,16.883,2019-06-05,11
10197,Frost Diamond,JADI BEGINI AKIBAT DARI SIKSA KUBUR NYATA ADA DI MINECRAFT!,4500308,169696,0,18.5,2019-06-04,11
10198,Frost Diamond,28+ TNT DARI MASA DEPAN YANG BISA MENGHANCURKAN DUNIA MINECRAFT SAMPAI JADI BUTIRAN DEBU!,3166703,133698,0,19.8,2019-06-03,12
10199,Frost Diamond,PORTAL MENUJU SURGA VS PORTAL MENUJU NERAKA NYATA ADA DI MINECRAFT!,4567405,289905,0,19.283,2019-06-02,12
10200,Frost Diamond,SIAPA YANG TERAKHIR JATUH DARI KOLAM MENDAPATKAN 100JUTA...,257439,14746,0,10.867,2019-06-01,11
10201,Frost Diamond,HANYA 1X KLIK KALIAN BISA MELENYAPKAN SEPARUH KEHIDUPAN DENGAN MENGGUNAKAN INFINITY GAUNTLET DIDUNIA,2159796,92978,0,19.167,2019-05-31,11
10202,Frost Diamond,AKHIRNYA FROST DIAMOND MENEMUKAN KELUARGANYA YANG SELAMA INI MENGHILANG DI MINECRAFT! - SANS SMP #1,13548026,554945,0,18.583,2019-05-30,11
10203,Frost Diamond,PORTAL MASA DEPAN MINECRAFT VS FREE FIRE VS MOBILE LEGEND YANG MANA LEBIH BANYAK DIMAININ TAHUN 2058,9426117,459659,0,17.517,2019-05-29,11
10204,Frost Diamond,MULUT KEBAKAR! ASMR MAKAN RICHEESE FIRE CHICKEN LVL 5 SUPER PEDAS BIKIN KALIAN PENGEN NANGIS!,5815890,126091,0,14.1,2019-05-28,11
10205,Frost Diamond,BOY VS GIRL MAIN PETAK UMPET DI MINECRAFT WKWKW!,3027282,81673,0,15.017,2019-05-27,11
10206,Frost Diamond,KISAH CERITA BAPAK GILE DARI BAYI SAMPAI BISA JADI SPIDERMAN AVENGERS DI TAHUN 2080 MINECRAFT!,512391,23293,0,15.417,2019-05-26,3
10207,Frost Diamond,JANGAN SAMPAI KALIAN SALAH PILIH KARDUS!!!,4921275,246862,0,11.683,2019-05-25,11
10208,Frost Diamond,JANGAN SAMPAI KALIAN DAPAT TAKDIR UNTUK MEMEGANG KERTAS INI DI MINECRAFT ATAU INI YANG AKAN TERJADI,1934602,64334,0,19.417,2019-05-24,10
10209,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA RAJA NAGA MENYIMPAN TELUR NAGA TERBESARNYA NYATA DI DUNIA MINECRAFT!,1600687,49276,0,17.383,2019-05-23,11
10210,Frost Diamond,KISAH PETUALANGAN BARU FROST DIAMOND DAN BAPAK GILE BERSAMA YOUTUBER MINECRAFT!,3048982,116768,0,14.983,2019-05-22,11
10211,Frost Diamond,TERBONGKAR MICROSOFT BAKAL BIKIN GAME MINECRAFT DI DUNIA NYATA!,296014,13132,0,17.05,2019-05-21,10
10212,Frost Diamond,TANTANGAN SERU NEBAK SUARA YOUTUBER MINECRAFT INDONESIA!,615142,20531,0,17.467,2019-05-20,10
10213,Frost Diamond,AQUARIUM NOOB VS AQUARIUM SULTAN MODERN PRO DI MINECRAFT!,3574559,92756,0,16.45,2019-05-19,10
10214,Frost Diamond,KITA BIKIN RUMAH PERAHU DALAM KOLAM DI DUNIA NYATA!!!,834791,44789,0,10.5,2019-05-18,10
10215,Frost Diamond,"BAPAK GILE MINUM RAMUAN, 24 JAM BERUBAH JADI HULK SUPER POWER DI MINECRAFT!",502786,24574,0,15.85,2019-05-17,10
10216,Frost Diamond,ASMR SAHUR MAKAN PIZZA KEJU BIKIN KALIAN KENYANG SAMPAI BUKA PUASA!,1117541,50161,0,16.4,2019-05-16,10
10217,Frost Diamond,KAMPRET! BAPAK GILE BERANI COBA UNTUK OPRASI JANTUNG FROST DIAMOND DI MINECRAFT!,1568578,58234,0,15.583,2019-05-15,10
10218,Frost Diamond,PERANG ANTAR HEWAN ANIMASI MINECRAFT PALING GOKIL SEPANJANG HIDUP KALIAN!,1467861,68138,0,10.7,2019-05-14,10
10219,Frost Diamond,PARKOUR SIKSAAN PALING MENGERIKAN YANG PERNAH ADA DI MINECRAFT!,1794269,59751,0,17.183,2019-05-13,11
10220,Frost Diamond,MONAS NOOB VS MONUMEN MONAS PRO VS MONAS MODERN MASA DEPAN DI MINECRAFT!,795574,41345,0,18.317,2019-05-12,11
10221,Frost Diamond,PRANK BAKAR SEPATU BALENCIAGA SEHARGA 17 JUTA MILIK FROST DIAMOND SAMPE DIA PANIK PARAH!!!,3541473,161851,0,13.5,2019-05-11,10
10222,Frost Diamond,TANTANGAN BERENANG DI KOLAM HIU MEGALODON TERBESAR DI DUNIA MINECRAFT!,563739,22467,0,15.333,2019-05-10,10
10223,Frost Diamond,ASMR BUKA PUASA MAKAN MADU ASLI BIKIN KALIAN TIDUR NYENYAK!,3495024,68436,0,10.117,2019-05-09,10
10224,Frost Diamond,"PENGHANCURAN NEW IPHONE XS MAX  PUNYA FROST DIAMOND SANGAT CRUSHED,CRUNCHY,SATISFIED AND MORE",912408,62748,0,11.8,2019-05-08,10
10225,Frost Diamond,98% ORANG GAGAL MAIN MAP PARKOUR INVISIBLE SANGAT TAK KASAT MATA DI MINECRAFT!,2903724,89059,0,13.833,2019-05-07,10
10226,Frost Diamond,GINI RASANYA KALAU BAPAK GILE MEMILIKI KEKUATAN TERHEBAT DOCTOR STRANGE DI MINECRAFT!,692204,32839,0,16.533,2019-05-06,10
10227,Frost Diamond,PORTAL BIASA NOOB VS PORTAL DIAMOND PRO VS PORTAL HACKER TNT BERBAHAYA DI MINECRAFT!,7568082,341122,0,13.55,2019-05-05,2
10228,Frost Diamond,10 RUMAH PERTAMA YOUTUBER INDONESIA DI MINECRAFT!,5520974,260003,0,16.65,2019-05-04,10
10229,Frost Diamond,KITA MENEMUKAN TEMPAT DIMANA NOTCH MENGUBUR BINATANG ZAMAN PURBANYA DI MINECRAFT!,552867,22403,0,15.517,2019-05-03,10
10230,Frost Diamond,NGERI!!! JANGAN SAMPAI KALIAN TERTIPU SETELAH LIHAT CEWE INI!,267987,9896,0,12.617,2019-05-02,10
10231,Frost Diamond,HARUS HATI-HATI OPRASI JANTUNG BAPAK GILE YANG SUDAH TUA DI MINECRAFT!,1234265,40638,0,15.233,2019-05-01,10
10232,Frost Diamond,ASMR MAKAN MIE SAMYANG 50 BUNGKUS BIKIN KAMU GA BISA TIDUR!,4533993,83367,0,11.5,2019-04-30,10
10233,Frost Diamond,ASIKNYA FROST DIAMOND MENJADI IRON MAN END GAME KEKUATAN PENUH  SELAMA 24 JAM DI MINECRAFT!,503255,28541,0,15.05,2019-04-29,11
10234,Frost Diamond,NGERI!!! JANGAN SAMPAI KALIAN KETEMU HACKER INI DI OMETV ATAU INI YANG AKAN TERJADI!,3223602,128706,0,12.95,2019-04-28,2
10235,Frost Diamond,"PRANK NARUH 1 DUS INDOMIE KE BATHTUB, INI YANG TERJADI",891792,54349,0,10.267,2019-04-27,10
10236,Frost Diamond,BELI RUMAH TERAKHIR OM HELLO NEIGHBOR PALING BANYAK MISTERI YANG ADA DI MINECRAFT!,1655010,44277,0,15.317,2019-04-26,10
10237,Frost Diamond,JANGAN SAMPAI KALIAN MANDI BUBLE PANAS SEPERTI INI DIRUMAH KALIAN!,534674,29942,0,10.333,2019-04-25,10
10238,Frost Diamond,FROST DIAMOND DAN AGEN CIA BERHASIL KABUR DARI PENJARA PALING MENGERIKAN DI DUNIA MINECRAFT!,5941471,184599,0,17.85,2019-04-24,10
10239,Frost Diamond,PRANK MINDAHIN ADIK TIDUR KE TENGAH TENGAH KOLAM SELAMA 24 JAM!,4419724,212707,0,14.15,2019-04-23,10
10240,Frost Diamond,SERUNYA FROST DIAMOND 24 JAM MENJADI THOR SI MANUSIA TITISAN DEWA PETIR PALING SAKTI DI MINECRAFT!,400819,23651,0,17.067,2019-04-22,10
10241,Frost Diamond,SERUNYA BOCIL TEBAK SUARA MONSTER YANG ADA DI MINECRAFT CHALLENGE!,449592,21091,0,14.533,2019-04-21,10
10242,Frost Diamond,JANGAN SAMPE SALAH PILIH KOLAM FULL SLIME MENJIJIKAN!,3383301,124814,0,10.683,2019-04-20,10
10243,Frost Diamond,KITA MENEMUKAN CARA AMPUH MEMBUNUH OM HELLO NEIGHBOR DI MINECRAFT!,1494663,40101,0,16.817,2019-04-19,10
10244,Frost Diamond,TERCIDUK FROST DIAMOND MENANG BANYAK LAGI GODAIN CEWE CEWE DI OME TV!,401405,18476,0,10.8,2019-04-18,10
10245,Frost Diamond,MAP PARKOUR YANG PALING BANYAK DI DWONLOAD SEPANJANG SEJARAH DI MINECRAFT!,1472113,51667,0,15.317,2019-04-17,11
10246,Frost Diamond,PEMILIHAN PRESIDEN TAHUN 2019 DI MINECRAFT!,690464,26656,0,15.983,2019-04-16,10
10247,Frost Diamond,ASIKNYA BAPAK GILE BIKIN KOLAM AIR PANAS MODERN TANPA PAKE MOD DI MINECRAFT!,4392709,151933,0,17.467,2019-04-15,10
10248,Frost Diamond,RUMAH NANAS SPONGEBOB DIDUNIA MINECRAFT VS RUMAH NANAS SPONGEBOB DI FILM!,5250013,141380,0,17.567,2019-04-14,10
10249,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA TEMPAT STEVE MEMBUAT RUMAH MEWAHNYA DI MINECRAFT!,1169254,34204,0,15.617,2019-04-13,10
10250,Frost Diamond,5 LANGKAH BODOH BISA KALIAN LAKUKAN UNTUK MENGHANCURKAN SELURUH PLANET DI MINECRAFT!,241026,8981,0,16.267,2019-04-12,10
10251,Frost Diamond,ASIKNYA FROST DIAMOND SEHARIAN MENJADI SUPERMAN DENGAN KEKUATAN SUPER DI MINECRAFT!,647092,26903,0,17.583,2019-04-11,11
10252,Frost Diamond,FROST DIAMOND AGENT CIA TERTANGKAP DI PENJARA BAWAH TANAH MEMATIKAN DI MINECRAFT!,776588,20030,0,15.0,2019-04-10,10
10253,Frost Diamond,BIKIN PINTU PORTAL RAHASIA ANTI ZOMBIE APOCALYPSE 100% AMAN DI MINECRAFT!,357628,11059,0,17.233,2019-04-09,10
10254,Frost Diamond,ASIKNYA BAPAK GILE BERUBAH MENJADI MOBS APAPUN YANG ADA DI MINECRAFT!,3999631,115328,0,15.5,2019-04-08,10
10255,Frost Diamond,"KOMPETISI MELEWATI 10,000 BLOCK PARKOUR TERPANJANG DI DUNIA MINECRAFT!",3571078,132990,0,18.933,2019-04-07,10
10256,Frost Diamond,SUARA ASMR MAKAN CHOCOLATE BISA BIKIN KAMU PUAS DAN MENYENANGKAN!,990933,35923,0,15.017,2019-04-06,10
10257,Frost Diamond,SERUNYA BAPAK GILE MENYUSUP KE PENJARA PALING MENGERIKAN DI DUNIA MINECRAFT!,1073077,34663,0,16.283,2019-04-05,10
10258,Frost Diamond,"TERBONGKAR BIKIN PEDANG CAHAYA SURGA *OVERPOWER* SEHARGA $10,000,000 MILYAR DI MINECRAFT!",2235591,76762,0,16.867,2019-04-04,10
10259,Frost Diamond,APPLE NGIRIM iMAC SUPER BESAR UNTUK MAIN GAME MINECRAFT MASA DEPAN!,317248,18691,0,10.517,2019-04-03,10
10260,Frost Diamond,SENANGNYA FROST DIAMOND SEHARIAN MENJADI VENOM TERKUAT SEPANJANG SEJARAH NYATA DI MINECRAFT!,2081737,71994,0,18.0,2019-04-02,11
10261,Frost Diamond,TERNYATA BUKAN DIAMOND BATU PALING MAHAL YANG ADA DI MINECRAFT!,962810,27555,0,19.067,2019-04-01,10
10262,Frost Diamond,7 JEBAKAN POHON SUPER TNT MEMATIKAN YANG BELUM KALIAN KETAHUI DI MINECRAFT!,895528,35934,0,17.433,2019-03-31,10
10263,Frost Diamond,KITA MENEMUKAN LOKASI DIMANA GREEN STEVE BERSEMBUNYI DI MINECRAFT!,685806,35923,0,17.983,2019-03-30,10
10264,Frost Diamond,TANK JADUL TAHUN 1900AN MINECRAFT VS TANK MASA DEPAN 2023AN MINECRAFT!,3748507,108072,0,16.783,2019-03-29,11
10265,Frost Diamond,ASIKNYA FROST DIAMOND PUNYA RESTORAN BINTANG 5 KELAS SULTAN DI MINIWORLD!,672280,16687,0,15.267,2019-03-28,10
10266,Frost Diamond,HANYA 15 DETIK WAKTU UNTUK KELUAR DARI RUANGAN INI ATAU INI YANG AKAN TERJADI!,814272,29595,0,16.483,2019-03-27,10
10267,Frost Diamond,ASIKNYA BAPAK GILE LATIHAN OLYMPIADE TERBESAR 2020 DI MINIWORLD!,457982,11614,0,16.233,2019-03-26,10
10268,Frost Diamond,8 JUTA ORANG SUDAH BERHASIL MENANGIN MAP PALING GAMPANG DI DUNIA MINECRAFT!,1862513,59305,0,15.767,2019-03-25,10
10269,Frost Diamond,JANGAN SAMPAI KALIAN SALAH MEMILIH LAVA DAN AIR DI MINECRAFT!,2218212,70200,0,16.033,2019-03-24,10
10270,Frost Diamond,BAPAK GILA KABUR DARI PENJARA BAWAH LAUT DI MINECRAFT!,6576173,284018,0,18.85,2019-03-23,10
10271,Frost Diamond,8 TINGKAH GOBLOK YANG BISA MEMBUAT KALIAN MATI DI MINECRAFT WKWKW!,1608706,50309,0,19.333,2019-03-22,11
10272,Frost Diamond,BIKIN KANTOR POLISI PALING AMAN ANTI MALING YANG ADA DI MINIWORLD!,423416,11153,0,17.683,2019-03-21,10
10273,Frost Diamond,TERBONGKAR RAHASIA JIKA KALIAN MENGGALI SAMPE DALAM DILOKASI INI DI MINECRAFT!,2512969,89586,0,18.65,2019-03-20,11
10274,Frost Diamond,SENANGNYA FROST DIAMOND MENANGIN KOMPETISI BALAPAN LIAR DI MINIWORLD!,677060,16143,0,15.767,2019-03-19,10
10275,Frost Diamond,MELANGGAR 10 PERATURAN DI MINECRAFT YANG MEMBUAT NOTCH PENSIUN!,1272091,32503,0,18.117,2019-03-18,10
10276,Frost Diamond,JANGAN SAMPAI KALIAN PERNAH MASUK KEDALAM 8 TEMPAT INI DI MINECRAFT!,612831,26105,0,17.417,2019-03-17,10
10277,Frost Diamond,RAHASIA CARA MENJADI CAPTAIN MARVEL SUPER KUAT DI AVENGER MINECRAFT!,480840,17906,0,18.533,2019-03-16,14
10278,Frost Diamond,BIKIN JURASSIC PARK LEVEL 8 PALING AMAN DI DUNIA MINECRAFT!,4969882,154116,0,16.65,2019-03-15,10
10279,Frost Diamond,MENYELINAP NGAMBIL DIAMOND BAPAK GILE DI TEMPAT PALING AMAN DI DUNIA MINIWORLD!,966345,23764,0,15.033,2019-03-14,10
10280,Frost Diamond,"5 JUTA ORANG SUDAH MAININ MAP INI, BAGAIMANA DENGAN KALIAN!",2181028,77119,0,16.9,2019-03-13,10
10281,Frost Diamond,TERBONGKAR LAGU MARSHMELLO BENERAN NYATA ADA DI MINIWORLD!,1470508,37236,0,16.367,2019-03-12,10
10282,Frost Diamond,TERUNGKAP RAHASIA IPHONE XS MAX MINECRAFT YANG KITA TEMUKAN!,3459618,91318,0,17.967,2019-03-11,10
10283,Frost Diamond,PERTANDINGAN SERU MEREBUTKAN GELAR SIAPA YANG TERHEBAT DI MINECRAFT!,1525307,47667,0,18.9,2019-03-10,10
10284,Frost Diamond,"UPIN MENDAPATKAN LOKASI DIAMANA TEMPAT IBUNYA MENARUH HARTA WARISANNYA!, OPAH SANGAT SENANG!",1266101,31470,0,19.167,2019-03-09,10
10285,Frost Diamond,"PENGHANCURAN SODA COCA-COLA, SPRITE, FANTA PAKE MOBIL! SATIFIYING, SQUISHY, AND MORE!",1688878,89470,0,10.683,2019-03-08,10
10286,Frost Diamond,KITA MENEMUKAN LOKASI KUBURAN DIAMANA STEVE DI KUBUR DI MINECRAFT!,2514962,124935,0,18.983,2019-03-07,2
10287,Frost Diamond,TERNYATA GINI RAHASIANYA 24 JAM MENJADI HEROBRINE INFINITY DI MINECRAFT!,2350844,86035,0,18.85,2019-03-06,10
10288,Frost Diamond,APAKAH YANG BAKAL TERJADI JIKA BAPAK GILE SALAH MENEKAN TOMBOL INI DI MINECRAFT WKWKW!,1390935,48618,0,17.233,2019-03-05,11
10289,Frost Diamond,RUMAH POHON BIASA NOOB VS RUMAH POHON SANGAT BERSEJARAH PRO DI MINECRAFT!,2295579,85927,0,18.667,2019-03-04,10
10290,Frost Diamond,MOMEN KOCAK FROST DIAMOND 2018 MAIN MINECRAFT!,327177,18707,0,8.8,2019-03-03,10
10291,Frost Diamond,KUASA BARU BOBOIBOY GALAXY 8 DAN FROST DIAMOND MENGALAHKAN RAJA KEGELAPAN DI MINECRAFT!,363711,9886,0,18.817,2019-03-02,10
10292,Frost Diamond,ANIMASI BIKINAN NOTCH OFFICIAL DARI MINECRAFT TERKEREN SEPANJANG SEJARAH!,324173,15232,0,11.617,2019-03-01,10
10293,Frost Diamond,KAPAL NOOB VS KAPAL TITANIC SUPER CANGGIH MASA DEPAN PRO DI DUNIA MINECRAFT!,3578732,123559,0,18.717,2019-02-28,10
10294,Frost Diamond,10 CARA PALING BODOH UNTUK MATI PADA ABAD KE 8 DI MINECRAFT!,988645,30078,0,19.1,2019-02-27,10
10295,Frost Diamond,BIKIN RUMAH SAKIT BINTANG 5 TERMEWAH PALING MAHAL YANG ADA DI MINIWORLD!,555871,15195,0,18.167,2019-02-26,10
10296,Frost Diamond,BISAKAH KALIAN MENYELESAIKAN PERMAINAN INI DALAM 30 DETIK DI MINECRAFT WKWKW!,2910137,95513,0,15.467,2019-02-25,10
10297,Frost Diamond,MOBIL POLISI NOOB VS MOBIL POLISI MODERN MASA DEPAN PRO DI MINECRAFT!,5779883,207369,0,17.8,2019-02-24,10
10298,Frost Diamond,APAKAH YANG SEBENARNYA ADA DIDALAM PIKIRAN BAPAK GILE DI MINECRAFT!,8909307,295735,0,18.35,2019-02-23,10
10299,Frost Diamond,BIKIN KEBUN BINATANG DINOSAURUS JURASSIC PARK BINTANG 8 TERBESAR DI MINIWORLD!,1024281,23784,0,18.833,2019-02-22,10
10300,Frost Diamond,CREEPER NOOB VS CREEPER MASA DEPAN PRO VS CREEPER DARI SURGA GOD DI MINECRAFT!,2828720,106847,0,17.2,2019-02-21,11
10301,Frost Diamond,TANTANGAN GILA LOMPAT KE LAVA PALING PANAS SEPANJANG SEJARAH MINECRAFT!,1284202,34221,0,16.5,2019-02-20,10
10302,Frost Diamond,MENANGIN SEMUA KOMPETISI NINJA WARRIOR SEASON 8 DI MINEWORLD!,680436,15707,0,16.583,2019-02-19,11
10303,Frost Diamond,JADI GINI RASANYA SEHARIAN MENJADI BLAZE DI MINECRAFT WKWKW!,698935,23902,0,18.767,2019-02-18,11
10304,Frost Diamond,BOBOIBOY DAN FROST DIAMOIND MEMBUAT RUMAH TINGGAL MASA DEPAN BERSAMA DI MINECRAFT!wav,658713,24883,0,17.133,2019-02-17,10
10305,Frost Diamond,FROST DIAMOND MENJADI POLISI MENANGKAP PENJAHAT KELAS KAKAP DI DUNIA MINECRAFT!,1307918,35381,0,18.1,2019-02-16,10
10306,Frost Diamond,FROST DIAMOND MENANGIN KOMPETISI BALAPAN LIAR PERTAMA MINIWORLD 2019!,1363387,30773,0,18.033,2019-02-15,10
10307,Frost Diamond,MINING DIAMOND NOOB VS MINING SURGA DIAMOND PRO DI MINECRAFT!,5148243,140798,0,17.417,2019-02-14,10
10308,Frost Diamond,TANTANGAN BELI RUMAH ROBOT CANGGIH BISA BERBICARA SEPERTI MANUSIA DI MINECRAFT!,1373430,48641,0,18.9,2019-02-13,10
10309,Frost Diamond,BIKIN KOLAM RENANG BERTINGKAT PERTAMA YANG ADA DI DUNIA MINIWORLD!,2646265,71871,0,17.617,2019-02-12,10
10310,Frost Diamond,KITA MENEMUKAN CARA BERUBAH KEMBALI MENJADI BOCAH DI MINECRAFT!,2789187,102169,0,16.417,2019-02-11,10
10311,Frost Diamond,BUMI NOOB VS BUMI MASA DEPAN PRO VS BUMI BUATAN HACKER DI MINECRAFT!,3112080,99646,0,18.45,2019-02-10,10
10312,Frost Diamond,SERUNYA BAPAK GILE TERPERANGKAP DI RUMAH TERKECIL YANG BELUM KALIAN KETAHUI!,725482,27154,0,16.767,2019-02-09,10
10313,Frost Diamond,MALING NOOB VS MALING PROFESIONAL YANG ADA DI MINECRAFT WKWKW!,2132531,71083,0,18.3,2019-02-08,10
10314,Frost Diamond,BIKIN KFC RAHASIA MASA DEPAN PALING CANGGIH DI DUNIA MINIWORLD!,526263,15005,0,17.133,2019-02-07,10
10315,Frost Diamond,TANTANGAN GILA LOMPAT KE DURI PALING MEMATIKAN SEPANJANG SEJARAH  DI MINECRAFT!,8367812,228658,0,18.233,2019-02-05,10
10316,Frost Diamond,PETUALANGAN BARU BOBOIBOY GALAXY 8 BERSAMA FROST DIAMOND DI MINECRAFT!,1035974,30123,0,18.567,2019-02-04,10
10317,Frost Diamond,RAHASIA TAKTERLIHAT PENJARA NOOB VS RAHASIA TAKTERLIHAT PENJARA PRO DI MINECRAFT!,1271475,46127,0,19.95,2019-02-03,10
10318,Frost Diamond,APAKAH YANG ADA DIDALAM PIKIRAN FROST DIAMOND DI MINECRAFT!,2153660,67804,0,18.933,2019-02-02,10
10319,Frost Diamond,ANIMASI MINECRAFT BOCAH 8 TAHUN PALING VIRAL SEPANJANG SEJARAH DI DUNIA!,2849117,124279,0,12.35,2019-02-01,10
10320,Frost Diamond,PESAWAT NOOB VS PESAWAT CANGGIH PRO VS PESAWAT JET HACKER DI MINECRAFT!,5882734,226366,1,18.25,2019-01-31,10
10321,Frost Diamond,KITA MENEMUKAN RAHASIA CARA BERNAFAS DALAM AIR DI MINECRAFT!,2511475,61324,0,18.783,2019-01-30,10
10322,Frost Diamond,8 RUANGAN BERBAHAYA YANG MUNGKIN BELUM KALIAN KETAHUI DI MINECRAFT!,557025,17798,0,18.183,2019-01-29,10
10323,Frost Diamond,BIKIN SHOVEL MASA DEPAN YANG SELAMA INI DIRAHASIAKAN NOTCH DI MINECRAFT!,699758,21152,0,17.85,2019-01-28,12
10324,Frost Diamond,KERETA API CANGGIH NOOB VS KERETA API CANGGIH PRO DI MINECRAFT!,6117718,154261,0,16.617,2019-01-27,10
10325,Frost Diamond,JANGAN SAMPAI KALIAN SALAH PILIH ANTARA HIDUP DAN MATI DI MINECRAFT!,3417646,86479,0,16.267,2019-01-26,10
10326,Frost Diamond,ANIMASI 4D MINECRAFT BUATAN ANAK INDONESIA PALING KEREN SEPANJANG SEJARAH!,10999801,477356,0,15.617,2019-01-25,10
10327,Frost Diamond,BEGINI RASANYA SEHARIAN JADI ENDER DRAGON TERKUAT DI MINECRAFT WKWKW!,1747125,70927,0,17.1,2019-01-24,11
10328,Frost Diamond,BIKIN VIDEO INI DENGAN LIKE TERBANYAK DI YOUTUBE MINECRAFT INDONESIA!,219682,24094,0,16.867,2019-01-23,10
10329,Frost Diamond,TERUNGKAP CARA MEMPERKECIL RUMAH YANG ADA DI DUNIA MINIWORLD!,294472,8510,0,17.4,2019-01-22,10
10330,Frost Diamond,HANYA 5% MANUSIA YANG BISA MENEMUKAN PINTU INI DI MINECRAFT!,1890898,51469,0,15.767,2019-01-21,11
10331,Frost Diamond,RUMAH RAHASIA NOOB VS RUMAH RAHASIA PRO YANG ADA DI MINECRAFT!,4655141,157821,0,17.6,2019-01-20,10
10332,Frost Diamond,JANGAN SAMPAI KALIAN SALAH MASUK PINTU DI MINECRAFT!,1740238,49843,0,18.1,2019-01-19,10
10333,Frost Diamond,NAGA NOOB VS NAGA DIAMOND PRO YANG TERNYATA MASIH HIDUP DI MINECRAFT!,3046380,121575,0,17.867,2019-01-18,11
10334,Frost Diamond,FROST DIAMOND NAMPOL WAJAH PAKE CREAM GA MANUSIAWI CHALLENGE!,613062,29741,1,12.733,2019-01-17,10
10335,Frost Diamond,MC DONALD MASA DEPAN TERBESAR YANG DI BIKIN OLEH MANUSIA PERTAMA DI DUNIA MINIWORLD!,478831,14075,0,16.8,2019-01-15,10
10336,Frost Diamond,HANYA 20 DETIK KITA MENYELESAIKAN GAME MINECRAFT!,455752,11740,0,19.183,2019-01-14,11
10337,Frost Diamond,JEMBATAN NOOB VS JEMBATAN PRO YANG PERNAH ADA DI MINECRAFT!,12302746,298588,0,17.833,2019-01-13,11
10338,Frost Diamond,GINI RASANYA SEHARIAN MENJADI ZOMBIE DI MINECRAFT WKWKW!,2782021,90101,0,15.9,2019-01-12,10
10339,Frost Diamond,BIKIN INDOMARET PERTAMA YANG ADA DI PLANET TAK BERPENGHUNI MINIWORLD WKWKW!,645580,19701,0,18.917,2019-01-11,10
10340,Frost Diamond,NEBAK HARGA BARANG-BARANG MILIK WANITA! GA NYANGKA HARGANYA SEGINI...,1507137,52383,0,15.3,2019-01-10,12
10341,Frost Diamond,JALAN RAHASIA NOOB VS JALAN RAHASIA TAK TERLIHAT PRO DI MINECRAFT!,3144131,102573,1,17.2,2019-01-09,12
10342,Frost Diamond,JADI GINI ASAL PROSES PEMBUATAN GAME KOTAK-KOTAK PERTAMA YANG ADA DI DUNIA!,397481,12573,0,17.783,2019-01-08,11
10343,Frost Diamond,NGIKUTIN PILIHAN DARI SUBSCRIBERS! NIKAHIN BAPAK GILE DI MINECRAFT WKWKW!,5536353,224196,0,19.833,2019-01-07,10
10344,Frost Diamond,JANGAN SAMPAI KALIAN SALAH PILIH RUANGAN DI MINECRAFT!,2518021,61583,0,16.0,2019-01-06,3
10345,Frost Diamond,GINI RASANYA SEHARIAN MENJADI ENDERMAN DI MINECRAFT WKWKW!,7750662,282411,0,18.6,2019-01-04,10
10346,Frost Diamond,SERUNYA FROST DIAMOND IKUT KOMPETISI PIALA DUNIA MINIWORLD 2019!,672002,17883,0,16.783,2019-01-03,10
10347,Frost Diamond,JANGAN SAMPAI KALIAN TERTANGKAP OM HELLO NEIGHBOR DI RUMAH BARUNYA!,3511396,104752,0,16.9,2019-01-02,10
10348,Frost Diamond,YOUTUBER MINECRAFT NOOB VS YOUTUBER MINECRAFT PRO VS YOUTUBER MINECRAFT HACKER!,1989050,108309,0,17.233,2019-01-01,11
10349,Frost Diamond,APAKAH INI YANG BAKAL TERJADI DI MINECRAFT TAHUN 2O19 NANTI?,275309,23011,0,19.967,2018-12-31,11
10350,Frost Diamond,UNBOXING BOX MINECRAFT PEMBERIAN MOJANG AKHIR TAHUN! KIRA-KIRA APA ISINYA?!,421674,29728,0,14.367,2018-12-30,11
10351,Frost Diamond,MAIN MINECRAFT DI IPAD LAYARNYA SUPER BESAR!,5261026,184828,0,17.0,2018-12-29,10
10352,Frost Diamond,KITA MENEMUKAN KOTA DIDASAR LAUT SAMUDERA TERDALAM YANG ADA DI MINECRAFT!,1612583,59499,0,19.35,2018-12-28,10
10353,Frost Diamond,GINI RASANYA KALAU BUMI DI MINECRAFT JADI TERBALIK!,1015844,38072,0,16.55,2018-12-27,11
10354,Frost Diamond,TSUNAMI NOOB VS TSUNAMI PRO TERBESAR DALAM SEJARAH DI MINECRAFT!,810762,33628,0,17.55,2018-12-26,12
